# SPDX-License-Identifier: MIT
entry	origin	disposition	provider_candidate	license	instructions	instruction_bytes	instruction_sha256	discovery_sources
0x7350	direct_bl_closure	semantic_source_unclassified	none	unknown	33	70	922d6cde0f9ca45972dd69c5c5f8d10cb87f3ea517176b413e88656b4983fbae	bl@0x0342
0x73A8	direct_bl_closure	semantic_source_unclassified	none	unknown	9	18	b88dd21f71847063c4d508a5bece3857cdbdb019d445b6830eaf825d57efc5f3	bl@0x034A
0x73C0	direct_bl_closure	upstream_runtime_provider	selected ARM EABI/C runtime	LicenseRef-Upstream-Toolchain-Runtime	132	266	ebc05060fd50223e912775e546927af8692b8efe9f0c2b37185595315901dafb	bl@0x0CE0,bl@0x1448,bl@0x1458,bl@0x1692,bl@0x16BC,bl@0x1858,bl@0x2B06,bl@0x2C96,bl@0x2CAE,bl@0x2F7E,bl@0x327A,bl@0x368E,bl@0x3C76,bl@0x3FDA,bl@0x44FE,bl@0x450C,bl@0x4626,bl@0x4636,bl@0x4658,bl@0x4668,bl@0x4750,bl@0x4766,bl@0x4FA8,bl@0x4FD0,bl@0x501E,bl@0x5028,bl@0x5084,bl@0x52FC,bl@0x53C6,bl@0x5522,bl@0x56DE,bl@0x580E,bl@0x69D0,bl@0x6B72,bl@0x6B92,bl@0x6B98,bl@0x6BA2,bl@0x6BC0,bl@0x6BC8
0x74CC	direct_bl_closure	upstream_runtime_provider	selected ARM EABI/C runtime	LicenseRef-Upstream-Toolchain-Runtime	7	16	3cce8c0311a5dfb271d13fda3c027c82f1c240556ca5f5a2fb61d37ecc90a437	bl@0x14D4,bl@0x1528,bl@0x2F0E,bl@0x41F8,bl@0x4204,bl@0x508A,bl@0x50F8,bl@0x527A,bl@0x5296,bl@0x52EE,bl@0x53CC,bl@0x5446,bl@0x54C0,bl@0x5632,bl@0x564E
0x74D4	direct_bl_closure	upstream_runtime_provider	selected ARM EABI/C runtime	LicenseRef-Upstream-Toolchain-Runtime	229	460	8079a3a6403221afb30eab6b2c2dd0eea0a536dbfefa46efb32fe07785007e96	bl@0x0D28,bl@0x169E
0x76A0	direct_bl_closure	upstream_runtime_provider	selected ARM EABI/C runtime	LicenseRef-Upstream-Toolchain-Runtime	7	16	0519656bf67ca571eec7b53aaab1c6cb54684ef0c85f5eb0ec4c73832a7b9ac2	bl@0x0C1C,bl@0x0C42,bl@0x0C4C
0x76A8	direct_bl_closure	upstream_runtime_provider	selected ARM EABI/C runtime	LicenseRef-Upstream-Toolchain-Runtime	1	2	c7dfbb7d02759eacb64dbc916c1bb6f21eabaff1c1032ea5c9176abf7fd28df8	bl@0x74C4,bl@0x769A
0x76AC	direct_bl_closure	semantic_source_unclassified	none	unknown	26	54	ab2206cf48496db6951d4b2730a1dfa8eebc18742f9fc7851b52810062891f63	bl@0x01B2
0x76D4	direct_bl_closure	upstream_runtime_provider	selected ARM EABI/C runtime	LicenseRef-Upstream-Toolchain-Runtime	8	16	372261a3f0e8282f41f701dfd5d2892234bbc2d9fb8c65078798c11be69a3400	bl@0x017E,bl@0x0588,bl@0x0A5A,bl@0x0D5E,bl@0x0D96,bl@0x0EB2,bl@0x14CC,bl@0x2094,bl@0x25B8,bl@0x5004,bl@0x514A,bl@0x559A,bl@0x56A6,bl@0x57F8
0x76E4	direct_bl_closure	semantic_source_unclassified	none	unknown	27	56	af3f65a359e82cdfb692ebd2ae063f2a27b25dd3d90365d05624aaa7d319ef27	bl@0x01A6
0x772C	direct_bl_closure	upstream_runtime_provider	selected ARM EABI/C runtime	LicenseRef-Upstream-Toolchain-Runtime	9	18	05508cada1cce08a14d3a0b7aac6c14bab56f11f7da13eea7f4956a51fd0cfdf	bl@0x0DA6,bl@0x0ED0,bl@0x1386,bl@0x1564,bl@0x16E0,bl@0x1DFA,bl@0x288C,bl@0x52A6,bl@0x5322,bl@0x54EC,bl@0x55B8,bl@0x565E,bl@0x5A74
0x7740	direct_bl_closure	semantic_source_unclassified	none	unknown	1	2	575fc8fa9e92ffe7d57a6aef6f1168f39da04f07d6bcd5b5e17883bff7b33165	bl@0x76C8
0x7744	direct_bl_closure	semantic_source_unclassified	none	unknown	6	12	2034bae0c12b24c25cc89225f45f5e09ac7564f739f03f71b96fc5e1aecc0000	bl@0x76F6
