# SPDX-License-Identifier: MIT
entry	size	name	instruction_sha256	classification	owner_or_contract	license	missing_fact_or_reason
0x0800BA84	24	FUN_0800ba84	4acf4efe35c5619e244f37c486c8fc8a6c1e3f6e2f574cb851fcce1d0cb58023	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800BAA4	26	FUN_0800baa4	c4c830d88f9290b35d81151a25242b0bb0c79fe6410b70dbc59b39666f30bdd4	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800BAC4	14	FUN_0800bac4	8681cad6e7bfda76adb74a124014f132aa9594c887d6c0581ad17e880fecf684	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800BAD8	16	FUN_0800bad8	2bca89bc9fee4a2a3a879a89f5fe55b614e202270ad7be218023982133ba92e9	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800BAE8	14	FUN_0800bae8	5c7a7f7a1e210a3c8f10491628db1267e9e7129bc9be068957a6216a77ea3d80	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800BAFC	16	FUN_0800bafc	6c4fa639faa322a143ce112f66db96715157b34061fa4b9d10d1ec91f1164ef3	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800BB0C	24	FUN_0800bb0c	56d7f411c0c978ec1021d44eab2e8d33cf5c8140f976fa6a60c16d7c9d6307f7	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800BB2C	26	FUN_0800bb2c	dc2a5134b66e0d1ece68122a918b53ba25aa1cb95b0e610d9d0023a62997a163	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800BE74	28	FUN_0800be74	8f224c22a12eadcd871eb0a9450431e604bf735128844b4555adce4508985f9b	project_source_candidate_not_routed	components/shared/case/runtime_case_pure_helpers.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800BEBA	36	FUN_0800beba	ca9ef24cf7d1632fb69edf8caad261c83242378112a0eba25243af63cc32913b	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800BF08	36	FUN_0800bf08	ac8a3e2b8832c14160ac30e8596c4d59845d26abf6e4671af0e0ac010ba3f767	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800C0E0	70	FUN_0800c0e0	cc1be3045b57e8d20b04955c8cd4a832d9848171b21d7fa369a71e3f08056cbc	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800C3F8	26	FUN_0800c3f8	3056e1af7e8eb01160dd4a701e52f4e012c92e62fe95f9669f76dce5637258e9	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800C412	26	FUN_0800c412	3056e1af7e8eb01160dd4a701e52f4e012c92e62fe95f9669f76dce5637258e9	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800C42C	16	FUN_0800c42c	0e59194910f794153846debc13b366fdce78e791a8cb3eae5217472eba3ead19	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800C43C	16	FUN_0800c43c	d19946a5b66ccd600b29419e47236d3e89c8ebb6d4201a4650e95f8478e1ba4c	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800C44C	42	FUN_0800c44c	b079660180eb41a08b427510994eb367f582115937e82bc51c8e11f7191df7b7	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800C478	16	FUN_0800c478	b8ced8db9b9dbb3a4d495b57ba4393db7c1c1fdabd60d19e276875883f975d93	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800C4CC	18	FUN_0800c4cc	6b9a01edd096cfc827d6e66c3e8c5a37510a76c043f55aa6ccc6855ec2d2e620	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800C4DE	138	FUN_0800c4de	adec65cab22eae10b3f9c2d4f3bc58b2986b72c9137915d8e5e8d79fe969c496	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800C568	16	FUN_0800c568	95683c30719f59412c67f611be6100bd11a71b699c5bbfbb91f49e8f04daf882	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800CDE4	38	FUN_0800cde4	61bf76266be446eb56986da77e7a82f37f09f370a51d642f1cf6138ceca87f75	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800D250	22	FUN_0800d250	b54ec861318bd467d1dfe3b4e6e16914aaf827c8705e33530e328f6756d9ffb0	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
