# G2 Apollo unanchored-function provenance census; regenerated by tools/analyze_g2_apollo_unanchored_census.py
entry	body_start	body_end_exclusive	envelope_bytes	official_opaque_bytes	bucket	evidence	confidence	detail
0x004EACC0	0x004EACC0	0x004EACF0	48	48	first-party	closed-module-manifest	high	function-map manifest g2-ui-stock-page
0x004EB1B2	0x004EB1B2	0x004EB1C0	14	14	first-party	closed-module-manifest	high	function-map manifest g2-ui-stock-page
0x004EBF20	0x004EBF20	0x004EBF26	6	6	first-party	closed-module-manifest	high	function-map manifest g2-ui-stock-page
0x004ECEC4	0x004ECEC4	0x004ECEE2	30	30	first-party	closed-module-manifest	high	function-map manifest g2-ui-stock-page
0x004ECEE8	0x004ECEE8	0x004ECF3A	82	82	first-party	closed-module-manifest	high	function-map manifest g2-ui-stock-page
0x004ECF3C	0x004ECF3C	0x004ECFAE	114	114	first-party	closed-module-manifest	high	function-map manifest g2-ui-stock-page
0x004ED0EC	0x004ED0EC	0x004ED0F4	8	8	first-party	closed-module-manifest	high	function-map manifest g2-ui-stock-page
0x004ED7D8	0x004ED7D8	0x004ED80A	50	50	first-party	closed-module-manifest	high	function-map manifest g2-ui-calendar-page
0x004ED80A	0x004ED80A	0x004ED81C	18	18	first-party	closed-module-manifest	high	function-map manifest g2-ui-calendar-page
0x004ED824	0x004ED824	0x004ED868	68	68	first-party	closed-module-manifest	high	function-map manifest g2-ui-calendar-page
0x004ED868	0x004ED868	0x004ED882	26	26	first-party	closed-module-manifest	high	function-map manifest g2-ui-calendar-page
0x004EDAC4	0x004EDAC4	0x004EEAA6	4066	4066	first-party	closed-module-manifest	high	function-map manifest g2-ui-calendar-page
0x004EEADC	0x004EEADC	0x004EEBDC	256	256	first-party	closed-module-manifest	high	function-map manifest g2-ui-calendar-page
0x004EEF7C	0x004EEF7C	0x004EF988	2572	2572	first-party	closed-module-manifest	high	function-map manifest g2-ui-calendar-page
0x004EFF94	0x004EFF94	0x004EFF9E	10	10	first-party	closed-module-manifest	high	function-map manifest g2-ui-widget-news-page
0x004EFF9E	0x004EFF9E	0x004EFFA8	10	10	first-party	closed-module-manifest	high	function-map manifest g2-ui-widget-news-page
0x004EFFA8	0x004EFFA8	0x004EFFDA	50	50	first-party	closed-module-manifest	high	function-map manifest g2-ui-widget-news-page
0x004EFFDA	0x004EFFDA	0x004EFFFC	34	34	first-party	closed-module-manifest	high	function-map manifest g2-ui-widget-news-page
0x004F0998	0x004F0998	0x004F0CAA	786	786	first-party	closed-module-manifest	high	function-map manifest g2-ui-widget-news-page
0x004F0CC0	0x004F0CC0	0x004F0DFC	316	316	first-party	closed-module-manifest	high	function-map manifest g2-ui-widget-news-page
0x004F2210	0x004F2210	0x004F225C	76	76	first-party	closed-module-manifest	high	function-map manifest g2-ui-widget-news-page
0x004F2ACC	0x004F2ACC	0x004F2B30	100	100	first-party	closed-module-manifest	high	function-map manifest g2-ui-widget-news-page
0x004F2B30	0x004F2B30	0x004F2B94	100	100	first-party	closed-module-manifest	high	function-map manifest g2-ui-widget-news-page
0x004F5050	0x004F5050	0x004F505C	12	12	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x004F505C	0x004F505C	0x004F5068	12	12	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x004F5068	0x004F5068	0x004F509A	50	50	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x004F509A	0x004F509A	0x004F50D6	60	60	first-party	call-topology-single-family	medium	every closed-world call target is first-party
0x004F50D6	0x004F50D6	0x004F517C	166	166	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x004F517C	0x004F517C	0x004F51AA	46	46	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x004F51AA	0x004F51AA	0x004F5366	444	444	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x004F5366	0x004F5366	0x004F5596	560	560	first-party	call-topology-single-family	medium	every closed-world call target is first-party
0x004F5596	0x004F5596	0x004F55E0	74	74	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004F55E0	0x004F55E0	0x004F5636	86	86	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004F5636	0x004F5636	0x004F5662	44	44	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004F5662	0x004F5662	0x004F570E	172	172	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004F61A0	0x004F61A0	0x004F61EE	78	78	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004F6F9C	0x004F6F9C	0x004F6FAC	16	16	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004F6FC4	0x004F6FC4	0x004F70A4	224	224	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004F74F8	0x004F74F8	0x004F7586	142	142	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004F7634	0x004F7634	0x004F76A2	110	110	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004F76B6	0x004F76B6	0x004F770C	86	86	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004F7860	0x004F7860	0x004F78BE	94	94	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004F7C10	0x004F7C10	0x004F7C88	120	120	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004F8298	0x004F8298	0x004F82D0	56	56	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004F82D0	0x004F82D0	0x004F82E4	20	20	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004F82E4	0x004F82E4	0x004F82F8	20	20	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004F92F0	0x004F92F0	0x004F9342	82	82	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004F9368	0x004F9368	0x004F9468	256	256	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004F9484	0x004F9484	0x004F9AF0	1644	1644	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004FAF20	0x004FAF20	0x004FAF84	100	100	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004FB1A4	0x004FB1A4	0x004FB1BE	26	26	first-party	closed-module-manifest	high	function-map manifest g2-ui-quicklist-page
0x004FB1C0	0x004FB1C0	0x004FB1F2	50	50	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x004FB568	0x004FB568	0x004FB5E6	126	126	first-party	closed-module-manifest	high	function-map manifest g2-ui-health-page
0x004FB760	0x004FB760	0x004FC1B6	2646	2646	first-party	closed-module-manifest	high	function-map manifest g2-ui-health-page
0x004FC644	0x004FC644	0x004FD786	4418	4418	first-party	closed-module-manifest	high	function-map manifest g2-ui-health-page
0x004FD840	0x004FD840	0x004FD870	48	48	first-party	closed-module-manifest	high	function-map manifest g2-ui-health-page
0x004FDD6E	0x004FDD6E	0x004FDF08	410	410	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x004FF214	0x004FF214	0x004FF278	100	100	first-party	closed-module-manifest	high	function-map manifest g2-dashboard-data-process
0x004FF280	0x004FF280	0x004FF2B4	52	52	first-party	closed-module-manifest	high	function-map manifest g2-dashboard-data-process
0x004FF2B8	0x004FF2B8	0x004FF30A	82	82	first-party	closed-module-manifest	high	function-map manifest g2-dashboard-data-process
0x004FF96C	0x004FF96C	0x004FF98A	30	30	first-party	closed-module-manifest	high	function-map manifest g2-service-ring-battery
0x004FF98A	0x004FF98A	0x004FF994	10	10	first-party	closed-module-manifest	high	function-map manifest g2-service-ring-battery
0x004FF994	0x004FF994	0x004FF99A	6	6	first-party	closed-module-manifest	high	function-map manifest g2-service-ring-battery
0x004FFB26	0x004FFB26	0x004FFB38	18	18	first-party	closed-module-manifest	high	function-map manifest g2-quicklist
0x004FFC90	0x004FFC90	0x004FFCA2	18	18	first-party	closed-module-manifest	high	function-map manifest g2-health
0x004FFEB4	0x004FFEB4	0x004FFEF8	68	68	first-party	closed-module-manifest	high	function-map manifest g2-page-state-sync
0x005003E4	0x005003E4	0x005003F2	14	14	first-party	closed-module-manifest	high	function-map manifest g2-cb-ring-battery
0x0050062C	0x0050062C	0x00500646	26	26	first-party	closed-module-manifest	high	function-map manifest g2-dashboard-watchface-manager
0x00500646	0x00500646	0x00500660	26	26	first-party	closed-module-manifest	high	function-map manifest g2-dashboard-watchface-manager
0x0050067A	0x0050067A	0x00500696	28	28	first-party	closed-module-manifest	high	function-map manifest g2-dashboard-watchface-manager
0x005006F8	0x005006F8	0x00500712	26	26	first-party	closed-module-manifest	high	function-map manifest g2-dashboard-watchface-manager
0x00500712	0x00500712	0x0050072C	26	26	first-party	closed-module-manifest	high	function-map manifest g2-dashboard-watchface-manager
0x0050072C	0x0050072C	0x00500746	26	26	first-party	closed-module-manifest	high	function-map manifest g2-dashboard-watchface-manager
0x00500746	0x00500746	0x00500760	26	26	first-party	closed-module-manifest	high	function-map manifest g2-dashboard-watchface-manager
0x00500760	0x00500760	0x0050077A	26	26	first-party	closed-module-manifest	high	function-map manifest g2-dashboard-watchface-manager
0x00500824	0x00500824	0x0050083E	26	26	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00500A02	0x00500A02	0x00500A0C	10	10	first-party	closed-module-manifest	high	function-map manifest g2-dashboard-ext
0x00500A0C	0x00500A0C	0x00500A16	10	10	first-party	closed-module-manifest	high	function-map manifest g2-dashboard-ext
0x00501108	0x00501108	0x00501166	94	94	first-party	closed-module-manifest	high	function-map manifest g2-dashboard-ext
0x005020F0	0x005020F0	0x00502102	18	18	first-party	closed-module-manifest	high	function-map manifest g2-dashboard-ext
0x00502108	0x00502108	0x0050211A	18	18	first-party	closed-module-manifest	high	function-map manifest g2-dashboard-ext
0x005026BC	0x005026BC	0x0050276E	178	178	first-party	closed-module-manifest	high	function-map manifest g2-drv-buzzer
0x0050276E	0x0050276E	0x0050277E	16	16	first-party	closed-module-manifest	high	function-map manifest g2-drv-buzzer
0x0050277E	0x0050277E	0x0050278E	16	16	first-party	closed-module-manifest	high	function-map manifest g2-drv-buzzer
0x00502790	0x00502790	0x005027FC	108	108	first-party	closed-module-manifest	high	function-map manifest g2-drv-buzzer
0x005027FC	0x005027FC	0x0050280A	14	14	first-party	closed-module-manifest	high	function-map manifest g2-drv-buzzer
0x0050280A	0x0050280A	0x00502826	28	28	first-party	closed-module-manifest	high	function-map manifest g2-drv-buzzer
0x00502AC4	0x00502AC4	0x00502AE8	36	36	first-party	closed-module-manifest	high	function-map manifest g2-drv-buzzer
0x00502B4A	0x00502B4A	0x00502B5A	16	16	first-party	closed-module-manifest	high	function-map manifest g2-drv-buzzer
0x00502BF0	0x00502BF0	0x00502BF8	8	8	first-party	closed-module-manifest	high	function-map manifest g2-drv-buzzer
0x00502C88	0x00502C88	0x00502CA8	32	32	first-party	closed-module-manifest	high	function-map manifest g2-drv-buzzer
0x00502D4C	0x00502D4C	0x00502D56	10	10	first-party	closed-module-manifest	high	function-map manifest g2-drv-buzzer
0x00502DAE	0x00502DAE	0x00502DB6	8	8	first-party	closed-module-manifest	high	function-map manifest g2-service-gesture-processor
0x0050337C	0x0050337C	0x005033B2	54	54	ambiqsuite	closed-module-manifest	high	function-map manifest ambiqsuite-cordio-app-framework
0x005033B2	0x005033B2	0x005033CA	24	24	ambiqsuite	closed-module-manifest	high	function-map manifest ambiqsuite-cordio-app-framework
0x00503498	0x00503498	0x00503540	168	168	cordio	call-topology-single-family	medium	every closed-world call target is cordio
0x00503540	0x00503540	0x00503568	40	40	cordio	link-order-sandwich	low	bracketed in link order by cordio
0x00503568	0x00503568	0x0050361C	180	180	cordio	link-order-sandwich	low	bracketed in link order by cordio
0x0050361C	0x0050361C	0x0050366E	82	82	cordio	link-order-sandwich	low	bracketed in link order by cordio
0x0050366E	0x0050366E	0x0050367C	14	14	cordio	link-order-sandwich	low	bracketed in link order by cordio
0x005037BC	0x005037BC	0x005037C4	8	8	cordio	link-order-sandwich	low	bracketed in link order by cordio
0x005037C4	0x005037C4	0x005037D0	12	12	cordio	call-topology-single-family	medium	every closed-world call target is cordio
0x005037D0	0x005037D0	0x005037EA	26	26	cordio	link-order-sandwich	low	bracketed in link order by cordio
0x005037EA	0x005037EA	0x00503810	38	38	cordio	link-order-sandwich	low	bracketed in link order by cordio
0x00503810	0x00503810	0x00503820	16	16	cordio	link-order-sandwich	low	bracketed in link order by cordio
0x00503820	0x00503820	0x00503860	64	64	cordio	call-topology-single-family	medium	every closed-world call target is cordio
0x0050386C	0x0050386C	0x00503880	20	20	cordio	call-topology-single-family	medium	every closed-world call target is cordio
0x00503880	0x00503880	0x0050389E	30	30	cordio	link-order-sandwich	low	bracketed in link order by cordio
0x0050389E	0x0050389E	0x005038B8	26	26	cordio	link-order-sandwich	low	bracketed in link order by cordio
0x005038B8	0x005038B8	0x005038DA	34	34	cordio	call-topology-single-family	medium	every closed-world call target is cordio
0x005038DA	0x005038DA	0x0050390C	50	50	cordio	call-topology-single-family	medium	every closed-world call target is cordio
0x0050390C	0x0050390C	0x0050391C	16	16	cordio	link-order-sandwich	low	bracketed in link order by cordio
0x0050391C	0x0050391C	0x00503936	26	26	cordio	link-order-sandwich	low	bracketed in link order by cordio
0x00503B24	0x00503B24	0x00503B76	82	82	cordio	call-topology-single-family	medium	every closed-world call target is cordio
0x00503B76	0x00503B76	0x00503B92	28	28	cordio	link-order-sandwich	low	bracketed in link order by cordio
0x00503B92	0x00503B92	0x00503C32	160	160	cordio	call-topology-single-family	medium	every closed-world call target is cordio
0x00503C32	0x00503C32	0x00503D14	226	226	investigation-required-mixed	call-topology-mixed	none	call targets span ambiqsuite|cordio
0x00503D14	0x00503D14	0x00503D1E	10	10	cordio	link-order-sandwich	low	bracketed in link order by cordio
0x00503FFC	0x00503FFC	0x005040BA	190	190	cordio	call-topology-single-family	medium	every closed-world call target is cordio
0x0050412C	0x0050412C	0x0050414A	30	30	first-party	closed-module-manifest	high	function-map manifest g2-hal-i2c
0x0050414A	0x0050414A	0x005041C6	124	124	first-party	closed-module-manifest	high	function-map manifest g2-hal-i2c
0x005041C6	0x005041C6	0x0050423A	116	116	first-party	closed-module-manifest	high	function-map manifest g2-hal-i2c
0x0050436E	0x0050436E	0x00504488	282	282	first-party	closed-module-manifest	high	function-map manifest g2-hal-i2c
0x00504488	0x00504488	0x005044B4	44	44	first-party	closed-module-manifest	high	function-map manifest g2-hal-i2c
0x005044B4	0x005044B4	0x005045C0	268	268	first-party	closed-module-manifest	high	function-map manifest g2-hal-i2c
0x005045C0	0x005045C0	0x0050468E	206	206	first-party	closed-module-manifest	high	function-map manifest g2-hal-i2c
0x0050468E	0x0050468E	0x0050475C	206	206	first-party	closed-module-manifest	high	function-map manifest g2-hal-i2c
0x00504D2C	0x00504D2C	0x00505692	2406	2406	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00505692	0x00505692	0x005056D2	64	64	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x005056D2	0x005056D2	0x00505888	438	438	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00505888	0x00505888	0x005058B2	42	42	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0050594A	0x0050594A	0x005059C0	118	118	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x005059C0	0x005059C0	0x00505AA2	226	226	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00505AA2	0x00505AA2	0x00505E2E	908	908	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00505E2E	0x00505E2E	0x00505EA8	122	122	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00505EA8	0x00505EA8	0x00505ED6	46	46	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00505F10	0x00505F10	0x00505F22	18	18	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00505FBE	0x00505FBE	0x00505FCC	14	14	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00505FCC	0x00505FCC	0x00506008	60	60	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x005062C8	0x005062C8	0x0050633A	114	114	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0050633A	0x0050633A	0x0050637C	66	66	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0050637C	0x0050637C	0x0050649A	286	286	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0050649A	0x0050649A	0x0050655C	194	194	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x005065CC	0x005065CC	0x0050668E	194	194	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0050668E	0x0050668E	0x005066B6	40	40	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00507576	0x00507576	0x005075D6	96	96	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x005075D6	0x005075D6	0x00507694	190	190	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00507694	0x00507694	0x005076DC	72	72	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00507C10	0x00507C10	0x00507C94	132	132	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00507C94	0x00507C94	0x005080BE	1066	1066	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00508868	0x00508868	0x005088BE	86	86	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x005088BE	0x005088BE	0x00508910	82	82	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00508910	0x00508910	0x00508954	68	68	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00508954	0x00508954	0x00508A4E	250	250	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00508A4E	0x00508A4E	0x00508A70	34	34	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00508E5C	0x00508E5C	0x00508E74	24	24	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00508E74	0x00508E74	0x00508E8A	22	22	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00508E92	0x00508E92	0x00508E9A	8	8	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00508E9A	0x00508E9A	0x00508EB6	28	28	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00508EB6	0x00508EB6	0x00508ED2	28	28	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00508ED2	0x00508ED2	0x00508F34	98	98	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00508F34	0x00508F34	0x00508FA6	114	114	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00508FA6	0x00508FA6	0x00509024	126	126	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00509024	0x00509024	0x00509132	270	270	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00509132	0x00509132	0x00509134	2	2	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00509134	0x00509134	0x0050938E	602	602	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0050938E	0x0050938E	0x005093AC	30	30	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x005093AC	0x005093AC	0x005093D0	36	36	first-party	call-topology-single-family	medium	every closed-world call target is first-party
0x0050968C	0x005094C0	0x00509690	464	464	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00509690	0x00509690	0x00509694	4	4	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00509694	0x00509694	0x0050969C	8	8	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0050969C	0x0050969C	0x00509706	106	106	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00509708	0x00509708	0x0055EA06	348926	0	rejected-oversized-envelope	analyzer-artifact	high	envelope exceeds the 16,384-byte trust cap; mixed data region
0x0050990C	0x0050990C	0x00509984	120	120	first-party	closed-module-manifest	high	function-map manifest g2-nvdb-sensor-caldata
0x00509984	0x00509984	0x0050999A	22	22	first-party	closed-module-manifest	high	function-map manifest g2-nvdb-sensor-caldata
0x0050999E	0x0050999E	0x005099F8	90	90	first-party	closed-module-manifest	high	function-map manifest g2-nvdb-sensor-caldata
0x005099F8	0x005099F8	0x00509A3E	70	70	first-party	closed-module-manifest	high	function-map manifest g2-nvdb-sensor-caldata
0x00509C96	0x00509C96	0x00509CA2	12	12	first-party	closed-module-manifest	high	function-map manifest g2-ui-common-api
0x00509DFA	0x00509DFA	0x00509E14	26	26	first-party	closed-module-manifest	high	function-map manifest g2-ui-common-api
0x00509F52	0x00509F52	0x00509F7A	40	40	first-party	closed-module-manifest	high	function-map manifest g2-ui-common-api
0x00509F7A	0x00509F7A	0x00509F86	12	12	first-party	closed-module-manifest	high	function-map manifest g2-ui-common-api
0x00509F86	0x00509F86	0x00509F8E	8	8	first-party	closed-module-manifest	high	function-map manifest g2-ui-common-api
0x00509F8E	0x00509F8E	0x00509F98	10	10	first-party	closed-module-manifest	high	function-map manifest g2-ui-common-api
0x00509FDC	0x00509FDC	0x0050A00E	50	50	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0050A010	0x0050A010	0x0050A07E	110	110	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0050A07E	0x0050A07E	0x0050A090	18	18	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0050A4EE	0x0050A4EE	0x0050A670	386	386	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-news-page
0x0050A9C2	0x0050A9C2	0x0050AAF0	302	302	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-news-page
0x0050B168	0x0050B168	0x0050B180	24	24	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-news-page
0x0050B180	0x0050B180	0x0050B18C	12	12	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-news-page
0x0050B18C	0x0050B18C	0x0050B19A	14	14	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-news-page
0x0050B19A	0x0050B19A	0x0050B1AC	18	18	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-news-page
0x0050B1AC	0x0050B1AC	0x0050B1B8	12	12	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-news-page
0x0050B1BC	0x0050B1BC	0x0050B428	620	620	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-news-page
0x0050BD1C	0x0050BD1C	0x0050BE4C	304	304	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-news-page
0x0050C3C0	0x0050C3C0	0x0050C3E8	40	40	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-news-page
0x0050C476	0x0050C476	0x0050C4A2	44	44	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-news-page
0x0050C4AC	0x0050C4AC	0x0050C51A	110	110	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-news-page
0x0050C6CC	0x0050C6CC	0x0050C6E2	22	22	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-news-page
0x0050C7A8	0x0050C7A8	0x0050C862	186	186	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-news-page
0x0050C868	0x0050C868	0x0050C8CC	100	100	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-news-page
0x0050C8CC	0x0050C8CC	0x0050C95E	146	146	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-news-page
0x0050CA24	0x0050CA24	0x0050CA56	50	50	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-stock-page
0x0050CB28	0x0050CB28	0x0050CB30	8	8	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-stock-page
0x0050D532	0x0050D532	0x0050D542	16	16	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-stock-page
0x0050DAB8	0x0050DAB8	0x0050DB1C	100	100	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-stock-page
0x0050E468	0x0050E468	0x0050E48A	34	34	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-stock-page
0x0050E534	0x0050E534	0x0050E71A	486	486	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-stock-page
0x0050E728	0x0050E728	0x0050E7DE	182	182	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-stock-page
0x0050E990	0x0050E990	0x0050E99A	10	10	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x0050E9CC	0x0050E9CC	0x0050E9D6	10	10	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x0050E9D6	0x0050E9D6	0x0050E9E0	10	10	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x0050E9E0	0x0050E9E0	0x0050E9EA	10	10	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x0050E9EA	0x0050E9EA	0x0050E9F4	10	10	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x0050E9F4	0x0050E9F4	0x0050EA02	14	14	investigation-required-no-evidence	none	none	no closed-world evidence
0x0050EA10	0x0050EA10	0x0050EA28	24	24	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x0050F1D6	0x0050F1D6	0x0050F30E	312	312	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x0050F30E	0x0050F30E	0x0050F386	120	120	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x0050F386	0x0050F386	0x0050F4BC	310	310	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x0050F678	0x0050F678	0x0050F710	152	152	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x0050F710	0x0050F710	0x0050F71A	10	10	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x0050F71A	0x0050F71A	0x0050F76E	84	84	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x0050F770	0x0050F770	0x0050F77E	14	14	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x0050F810	0x0050F810	0x0050F88A	122	122	investigation-required-no-evidence	none	none	no closed-world evidence
0x0050FE0E	0x0050FE0E	0x0050FE56	72	72	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-animation
0x0050FE56	0x0050FE56	0x0050FE7A	36	36	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-animation
0x0050FEF8	0x0050FEF8	0x0050FF0E	22	22	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-animation
0x0050FF0E	0x0050FF0E	0x0050FF72	100	100	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-animation
0x005100FC	0x005100FC	0x00510108	12	12	first-party	closed-module-manifest	high	function-map manifest g2-callback-manager
0x00510218	0x00510218	0x00510240	40	40	first-party	closed-module-manifest	high	function-map manifest g2-callback-manager
0x005105BC	0x005105BC	0x005105EE	50	50	first-party	closed-module-manifest	high	function-map manifest g2-callback-manager
0x005105F0	0x005105F0	0x00510602	18	18	first-party	closed-module-manifest	high	function-map manifest g2-service-nvdb
0x00510602	0x00510602	0x00510614	18	18	first-party	closed-module-manifest	high	function-map manifest g2-service-nvdb
0x00510614	0x00510614	0x00510620	12	12	first-party	closed-module-manifest	high	function-map manifest g2-service-nvdb
0x00510FE2	0x00510FE2	0x00511002	32	32	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x005118E0	0x005118E0	0x005118E8	8	8	first-party	closed-module-manifest	high	function-map manifest g2-npmx-main-driver
0x00511B74	0x00511B74	0x00511BC0	76	76	first-party	closed-module-manifest	high	function-map manifest g2-npmx-main-driver
0x005128A0	0x005128A0	0x005128F4	84	84	first-party	closed-module-manifest	high	function-map manifest g2-npmx-main-driver
0x00512C84	0x00512C84	0x00512CA6	34	34	first-party	closed-module-manifest	high	function-map manifest g2-thread-input
0x00512CA8	0x00512CA8	0x00512CB2	10	10	first-party	closed-module-manifest	high	function-map manifest g2-thread-input
0x00512CB2	0x00512CB2	0x00512CBC	10	10	first-party	closed-module-manifest	high	function-map manifest g2-thread-input
0x0051301C	0x0051301C	0x00513056	58	58	first-party	closed-module-manifest	high	function-map manifest g2-thread-input
0x00513056	0x00513056	0x00513070	26	26	first-party	closed-module-manifest	high	function-map manifest g2-thread-input
