# SPDX-License-Identifier: MIT
path	components	overlay_license	source_spdx	upstream_record	desired_license	disposition	source_sha256_before
components/apollo_main/core_overlay/runtime_style_prop_lookup_flags.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	6d0d938341b55c505eddef7a6fb690d67d2e0b7a1b6e7e3ac92e773e606c6a40
components/apollo_main/core_overlay/runtime_style_remove_property.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	fcc689d6e89b8529924ac7011a81adae8ec22c153dcb057bbd5094b3dc049e57
components/apollo_main/core_overlay/runtime_style_reset.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	bbcc9da138cd74271250713a16f1444fbe7045847476e62dc3f303c5d1116e9d
components/apollo_main/core_overlay/runtime_style_set_property.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	6ae3b26009ba9198b0a479d0f85a264c433507e60dc076f2a2deb630a8ee234e
components/apollo_main/core_overlay/runtime_theme.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	9a9b7580339ac10d4c663d2c318d415ae623549bfe996344cd38534ab1466df5
components/apollo_main/core_overlay/runtime_theme_traversal.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	a8909f54d6035ca30b7d6b29938077a7f8c9a5a3a158b159aba5ee79007ae658
components/apollo_main/core_overlay/runtime_tlsf.c	apollo_main	GPL-3.0-only	missing	absent	MIT	normalize_project_owned_source_and_overlay_pin	ca6eedb79a8975474b9e158179786c3e0bb958afade130ecf8e276b5555f1ca2
components/apollo_main/core_overlay/runtime_transition_descriptor_init.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	3d4105d176489a07cff5c5fed155caddf78f7adfa32a8e282eecb1a64bfedc1e
components/apollo_main/core_overlay/runtime_transport_crc32.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	5fca6408f1ab29d3dae332ca0ef1ceec47f63a9d91547a9fe7307fa70cf0978a
components/apollo_main/core_overlay/s200_config_main.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	37596a50b604d9a0508d99fad72006a9be334c510eb2e5480bf1e5c5abcc59fc
components/apollo_main/core_overlay/sarc_state.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	51da9eb678b1a9bf4232ba50cc1d8eefa168cba0200729d669c6b378f4bf0211
components/apollo_main/core_overlay/scan_string.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	7a8e8b6e91bdcc13d4aad6d3dd846cee258237d34fa54a6e2d4c2426e75a7259
components/apollo_main/core_overlay/sensor_hub.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	354ffec91cebe2a5121c6b2dbb66d7322f602285eba7da5e8f981c7de4b23748
components/apollo_main/core_overlay/service_box_detect.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	a23ed253b06ddaa111449405e29a482f9372d94093fb587061120c38f07d5f08
components/apollo_main/core_overlay/service_codec_dfu.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	ac3aa72814144d563791eac2b712d461cd51f784265ab1e9221262ec8d0f22ec
components/apollo_main/core_overlay/service_codec_host.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	14d8da487b06bf9bf16c957c0e4ba9d76098204c05e1b603dc89c3593920ed35
components/apollo_main/core_overlay/service_codec_porting.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	4ec2915a3bb15efd29e3c116116a3e3aaa306132953c5da3d5aac60e07e7de77
components/apollo_main/core_overlay/service_gesture_processor.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	c69b64097eef2fc592c4be97a1d7a9b0bad9a701544ecc18510ad7aab6c7db4c
components/apollo_main/core_overlay/service_kvdb.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	d2e017f9d97427fa46f2c93d45718ec21f9c24186490c36e3d19b5a363e73340
components/apollo_main/core_overlay/service_nvdb.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	7b9f364e5b77eed175a861f2fde21e33f81a458d77411a72ea8186d36fd90c52
components/apollo_main/core_overlay/service_ring_battery.c	apollo_main	GPL-3.0-only	missing	absent	MIT	normalize_project_owned_source_and_overlay_pin	6385dc5658e91c1bfc6adb80b6133843c8afc8c885185f0a72218706c2e46060
components/apollo_main/core_overlay/service_touch_dfu.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	0944bbdaab2ce375dd72382da1c2d9f761335b2bba689e8d96c13366c435c667
components/apollo_main/core_overlay/status_packets.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	468f8eb73551418cacf7d3a97c14113e93300e7f2feb389a47320001ba1b3d1b
components/apollo_main/core_overlay/system_alert.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	3167ebe3288500e56002e82daed3652f37c1af534922b71ee777c8fa3ca8fe97
components/apollo_main/core_overlay/system_close.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	5597710a9c73dd8b542c793882b302708afaa46937601cf15e8ca301a3cfc4d0
components/apollo_main/core_overlay/system_monitor.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	1dbf2c2ecbf62932293bebae39ce9482153d05f651de7b8419989a0ae0cbc46a
components/apollo_main/core_overlay/thread_ring.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	bcfee47583acbaeb6600559c77936aa6f7cc6ba21293199aed1944785935ce7e
components/apollo_main/core_overlay/tlsf_compat/assert.h	apollo_main	GPL-3.0-only	missing	absent	MIT	normalize_project_owned_source_and_overlay_pin	798db1564e14c14caa4b03b4c8efa874e96055cb49e238b5a4026a1d656924ef
components/apollo_main/core_overlay/tlsf_compat/limits.h	apollo_main	GPL-3.0-only	missing	absent	MIT	normalize_project_owned_source_and_overlay_pin	7df46c357072588c805781ea5cc2c6126348667e1e7ba377a1c3a2bcb5b648ca
components/apollo_main/core_overlay/tlsf_compat/stddef.h	apollo_main	GPL-3.0-only	missing	absent	MIT	normalize_project_owned_source_and_overlay_pin	dfe4c45cb39bd92ed9a76623c78e6c9849627ad35139819c4c9d83fc90da410f
components/apollo_main/core_overlay/tlsf_compat/stdio.h	apollo_main	GPL-3.0-only	missing	absent	MIT	normalize_project_owned_source_and_overlay_pin	0c4cfde236cb8aea29854aae71558ab2636824428ba48a4d295ce86cf7af345a
components/apollo_main/core_overlay/tlsf_compat/stdlib.h	apollo_main	GPL-3.0-only	missing	absent	MIT	normalize_project_owned_source_and_overlay_pin	51b0802d10419a971c531d2ffd4c7cf850d3a94d7d929827fa57147c7cc951c0
components/apollo_main/core_overlay/tlsf_compat/string.h	apollo_main	GPL-3.0-only	missing	absent	MIT	normalize_project_owned_source_and_overlay_pin	26cfee2fb222dc2bb1d13ed631bc5a540f9d45b2ce96f48323a7cb5c92064938
components/apollo_main/core_overlay/tracepoint_bootstrap.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	1b0d02c00d995d9e4dbddfc909cadcea1bd7157d658fc9dd38efcd320126fcb6
components/apollo_main/core_overlay/tracepoint_defer.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	dc4014fea7a2ae49c770caae114c6837b57ff24ea03746fd022378d86cd4b8d8
components/apollo_main/core_overlay/tracepoint_file_io.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	831f9b3ef36a796a97129aa66e46f9b7f1647db6ca7b6ad2ef23df5af802d86e
components/apollo_main/core_overlay/tracepoint_storage.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	35a95dd68538fa456fc932cb9166614f303e6797ef4a328ee00463076cee9945
components/apollo_main/core_overlay/transport_protocol.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	8a3b31bff575a92b4e160ce993d487a9fe3b3428e75e425e86b35dbea79911bd
components/apollo_main/core_overlay/ui_display_callback.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	e7fc2c9ffbdfd9cb0d5295e9ed805bbccb18c8b44107432afe5d880d8b04f479
components/apollo_main/core_overlay/ui_display_direct_read.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	8d75f15f7a1b293f6cfccc23afbfb339492e0337f6fee34f843baca3597fc3f7
components/apollo_main/core_overlay/ui_display_direct_write.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	14897c6deb158e5d3b4bee48ef297aff1cd2f90591a77b3db236ad9f175c6115
components/apollo_main/core_overlay/ui_display_event_abort.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	459f0d1be1fded6607b9def3eff6b9e5268d940c661ce08a97989cc6b35fff4f
components/apollo_main/core_overlay/ui_display_event_begin.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	d00ade748442499626d3c01846060cd4355d157c483b72b5117d3d2cf173cfe8
components/apollo_main/core_overlay/ui_display_event_service.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	af4ffc7bdb929a74f024b6b363457498422fdd4d4a84c4d30938f44659b9fc2c
components/apollo_main/core_overlay/ui_display_fifo_discard.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	cea26d79cf36e57cbbae3337f130612f2493832ccde31776822e6759c2d2b6f1
components/apollo_main/core_overlay/ui_display_initializer.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	22e035e23cc9f4ef2a4ab82843afb08c766330464c3b33fdaaa884b71cc3297f
components/apollo_main/core_overlay/ui_display_irq_helpers.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	d23ccb9760996edc46213383549fe76ee7ef35dd9cfdc58b287c2d12fc742c8c
components/apollo_main/core_overlay/ui_display_irq_service.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	9d8371d21be0928e3010717c5114f128d09bab83bc3bc8d09dbdb1329c44abdd
components/apollo_main/core_overlay/ui_display_operation_begin.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	78a46ca944baa0b43c0b083df80aa06b2b11925f82a6a28d531cb0d05cb449ab
components/apollo_main/core_overlay/ui_display_operation_one.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	16abc8e25f22d720632553e45b22cf9aac1dfcdc016c7d540b93b0a5d74253e9
components/apollo_main/core_overlay/ui_display_operation_service.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	7d0afde3f641a1295ee917342eae898e60cd62441fe67f1b67c18f65e5d913a1
components/apollo_main/core_overlay/ui_display_operation_start.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	158ef7aa4ea42c4df450e0ff9abc5517e2c59bf09f16a1d60b72b15420300694
components/apollo_main/core_overlay/ui_display_operation_three.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	3057dced13e33a962e2805ca2cb307ea43793d2f72b4f02f14b6d25d678e9421
components/apollo_main/core_overlay/ui_display_operation_zero.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	c294ce99e7fefb5023ba1b96fb134b19bc6870a1a02dcd8daeba900641341371
components/apollo_main/core_overlay/ui_display_ring_drain.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	6053f5ec4f7365d52f863156a71c0f575dfdce3254ab560ec17b025e08d944e6
components/apollo_main/core_overlay/ui_display_ring_fill.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	6a5a102e7e54ad234b51f0f111fb56b7fb123c5b30b8978f3c3002d642c0f8d5
components/apollo_main/core_overlay/ui_display_setup.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	af6ec6f20a2167e9cc58ef71f748765fe1b1ecec251773b49b380509562eb958
components/apollo_main/core_overlay/ui_display_sink.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	b3a510ed31811e80670519be3ea1465206a262ce4807f00b0ef75f99044bd522
components/apollo_main/core_overlay/ui_display_submit.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	3fdf8c604f1f777165eae973eeef12bc6db625bdde4155317b7711ba702c5c02
components/apollo_main/core_overlay/ui_display_switch.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	735b3634493fba9b4c9ef5fdbcbe4f59a50f2873cf9e5b6288ae9037643225ff
components/apollo_main/core_overlay/ui_display_thread.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	bf41b1b99193d7f1c22b21f1c5ab972d191b1d57501f7e65fbbd6a07f860a03f
components/apollo_main/core_overlay/ui_health_page.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	b28e90c235b3fde96ad19413cd84a328df770f1d60d329994e0dfcf09024c049
components/apollo_main/core_overlay/ui_input_event.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	a1f2f28000c181e9a0e8a1c2811619b9152cec15c58a31515d7e3e1d02a66b9c
components/apollo_main/core_overlay/ui_module_registry.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	1db63a1728663dee49bd48eb6bb9a88895647967967b190970479ed47906cdec
components/apollo_main/core_overlay/ui_onboarding_gate.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	8d4d8dee419e6144f69dfb9e5dd26f9999ff91791eb0036c78ba0edadc6d5fcd
components/apollo_main/core_overlay/ui_startup_app.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	1c24c97cdc5b1299802505b3ca9867fc7b21c51e7b8a2ce8a8c9b08471dc126f
components/apollo_main/core_overlay/uled_display_preprocess.c	apollo_main	GPL-3.0-only	missing	absent	MIT	normalize_project_owned_source_and_overlay_pin	2ded39fb95b869de5361340416b85d598194de8c7e7d90f57eefbbde8044b98b
components/apollo_main/core_overlay/util_error_check.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	c79bad48288360b3c00d87ae6a9b1ae04f4781b04f6f655d3d0ccc785d0f7f08
components/apollo_main/core_overlay/ux_battery_sync.c	apollo_main	GPL-3.0-only	missing	absent	MIT	normalize_project_owned_source_and_overlay_pin	f0a5be0735deb2547ef5cb202eceef8909ecdd21b5e012f94b880527a2da1724
components/apollo_main/core_overlay/wall_time.c	apollo_main	GPL-3.0-only	GPL-3.0-only	absent	MIT	normalize_project_owned_source_and_overlay_pin	6ced809d1b5630a700226fe885342e75048dd3af167fc95ff5ec7048fa914a58
components/apollo_main/core_overlay/watchdog.c	apollo_main	GPL-3.0-only	missing	absent	MIT	normalize_project_owned_source_and_overlay_pin	9a129f76c1b6c03a43219f5afa606880f551a352ab984bbf062d7401cddd43eb
components/bootloader/core_overlay/runtime_action_416200.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	9e3ea4bfddd8479be954e13c8d2a07b58c5c485dfcc35f77f2048aa20db04388
components/bootloader/core_overlay/runtime_address_map_4213d8.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	db7dfe2cf26594cc89f30921196792e1f8dfc2a1fe67926bef421e776b906b41
components/bootloader/core_overlay/runtime_aeabi_memcpy.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	661e9917a4716d11fb83b8527009ec2dbd13c391e1a0bf08e648572e73400933
components/bootloader/core_overlay/runtime_aeabi_memset.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	d2e8eb19cc43bd75995bc75f2a404768612376c1d990a80ab2e8121998183c22
components/bootloader/core_overlay/runtime_allocator_init_41fd70.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	53dc0ff1c3c47d2afcb585f6753e4eaaa29ae9494c705e0f73ff5929dd487713
components/bootloader/core_overlay/runtime_atomic_wrappers_422aac.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	fc4ba09be768eb231e1281b4acb95efd9400c7666327b4068b691495d380e9e0
components/bootloader/core_overlay/runtime_bit_run_helpers_41ff60.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	4647db644148f4df98454c6018d684a70e52306b0f2cfbbdfd79749fd2f53903
components/bootloader/core_overlay/runtime_bit_width_4169a4.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	8830657b0b8856e07202bd08fc1f6406f655eafe12f44ea402f52dfcb7a1b319
components/bootloader/core_overlay/runtime_bitmap_clients_421978.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	d11a2f975a5d3edb5039a60b812dacebcac1a8b4ecc67002be9ed1f1b71c3a0e
components/bootloader/core_overlay/runtime_bitmap_helpers_4215ae.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	2963fafa33288f0e2076dd3e46b0d427d1c5d7cda9d8b5279b0b41a48f82b9e8
components/bootloader/core_overlay/runtime_bitmap_update_421632.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	6dfd71fa0b99c592e84066b4877eb151dbb4b27ce6135899e08b4296c6ebe87b
components/bootloader/core_overlay/runtime_boot_services_41f9d8.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	99aa433811660dd98b1e927d99fdbdb3d2214ad7a88d30ed36803305873cf693
components/bootloader/core_overlay/runtime_call_4161ce.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	4299722e909a534791cca21918dae909fe2ff2918e2f8406e63c91585505f298
components/bootloader/core_overlay/runtime_callback_41639a.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	15e3c18b56001b6936345c1f7516b4363a337e4e74440f615e34ff55931045fa
components/bootloader/core_overlay/runtime_constraint_memchr_422590.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	8522f0356e55269e26bd841ccd455fb7444a85a4c0aa62a028f46425e4356323
components/bootloader/core_overlay/runtime_context_value.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	9e7720908c8770722bbfe763d5b11e2dea0fb6792edb64a427174c52bbe616bb
components/bootloader/core_overlay/runtime_crc32.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	7a8d810c1804f76a8068c0caf4558ffe0be71a0725b5e4b316489e0f5577e040
components/bootloader/core_overlay/runtime_create_4164da.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	271b32292540b174c660ea5d1aa14a1ce92aebe2cb62c5f8e0ccad5c85b5ed75
components/bootloader/core_overlay/runtime_critical_context.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	1e1227d79ee199ab5660817a4eda15c7397a0fb689b8a1f3d0636b27590dd4ab
components/bootloader/core_overlay/runtime_ctz_4169e2.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	4f59436d5780217c16520d92ea89341fcb22697cf4f348efd0de18fd0151dc40
components/bootloader/core_overlay/runtime_dispatch_4160fe.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	bab9266e01939a709741121492a9e3e8f3efd9439d5f4bfb43dd733862762fe5
components/bootloader/core_overlay/runtime_double_helpers_422628.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	86d7a2c00a7c00b6388a4e096c0767d5dfc752470c45dd6f204e3284d9c4515f
components/bootloader/core_overlay/runtime_dual_mode_service_4217d2.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	5bce18dd5696d3f85f6bbb98661d63bd519368727ffc8b184db36276c7a1192f
components/bootloader/core_overlay/runtime_easylogger_transport_41b854.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	23a5180d3de5e45625f8323a226291d9f5ced532d7d73a320e57640794161d1c
components/bootloader/core_overlay/runtime_event_flags_service_41fe62.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	5884db09e52dc8d192f2275ac405eec86df84c2be80ba8f9b7f51a4f41a656c8
components/bootloader/core_overlay/runtime_flags_create_416610.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	fe126e7cd14dbffce8809906b723e324b7543cd1db8329e1d3d68b1f89e0b1a8
components/bootloader/core_overlay/runtime_flags_set_41652e.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	47aa0baa9d9417c2357d464b6a6d8dd1b9311e6aa6a95eeac960eadd49175d5e
components/bootloader/core_overlay/runtime_flags_wait_416590.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	99a9025e6c8949a0a5dc52d881c0136b69a06fed2bb0782c7eb9495761044430
components/bootloader/core_overlay/runtime_float_to_fixed.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	b586dd014fed40e8f28118e4891cde433c318675c091299c40ef9cc18edeecd9
components/bootloader/core_overlay/runtime_format_core.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	0af8ccbef9697ad504b95c6597a5d665c70074b165240713f664e70fd7096203
components/bootloader/core_overlay/runtime_fs_directories_4210c8.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	0a8b482985fba7d10d39eaf042faa4317c317c7c932bb70665b5f88b479e1a60
components/bootloader/core_overlay/runtime_gate_acquire.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	f3177d38d79fe95c61c5462efaf9dff04a88a4e86b68a06fadf193b943012ab6
components/bootloader/core_overlay/runtime_gate_release.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	fad09dc4b325b04a0b1ddec21847565672a094ce18a2dfb03244a5598a0ef3ef
components/bootloader/core_overlay/runtime_gate_state.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	00a4c79c1c86741449d711f14ef8c9d3e77de043171374a7a943028c597448f9
components/bootloader/core_overlay/runtime_guarded_teardown_41fa98.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	ad8f5eba68fce82f9e3d7807f2aed0ef207e76fff8840e7497429f9c06e960e9
components/bootloader/core_overlay/runtime_handle_acquire_4166aa.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	f3445cc756e2991a6897ef1cb47dbd33157b9983b9b3dc3d1ca0fb7697838768
components/bootloader/core_overlay/runtime_handle_release_416710.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	559918804a1bc394c59e2ed61c0f65e51e446f30dd459b9e1386de1dbefc0ab2
components/bootloader/core_overlay/runtime_hex_digits.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	bd5b8ee533f2c3be7a1975740e8d455cbc52e2de578358e3de9471fa77d7d182
components/bootloader/core_overlay/runtime_hw_clock_divider_422e28.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	a522934185c0668e7055ca282dd3e1e9c6c11351d17bc34c21ea0d9aadd53707
components/bootloader/core_overlay/runtime_hw_config_latch_422ee2.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	6f43faf99f625d628a5642ecadc47dc63bf75b14f6d345fa8a14e8e69563acec
components/bootloader/core_overlay/runtime_hw_config_latch_secondary_422f4c.c	apollo_bootloader	GPL-3.0-or-later	GPL-3.0-or-later	absent	MIT	normalize_project_owned_source_and_overlay_pin	78b2d9500182d1b23d8b99fd8fb432cc47955546c1d9061bfe27d7dee6ed6e29
