# SPDX-License-Identifier: MIT
start	end_exclusive	bytes	content_sha256	classification	missing_fact_or_reason
0x0800C1C6	0x0800C1CC	6	e04f48cc31e8517cafb3e852197705ed89c34f17872d978b14548b3c8751f569	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C21E	0x0800C228	10	99be0cf0cb93091cf23553da7f4dcb7dabc9bdce84c0bb71bba65630544e37a2	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C27C	0x0800C284	8	f920e262a0f80c2224dff542464ed158e7418627fd4e37515b2f9dc2a9675858	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C2E6	0x0800C2F8	18	1cf7b5aaa210deb7dec70b43ce8c22d683da25b8bfca8b05cb16b4c774048ce5	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C378	0x0800C380	8	79b6b18fc45b2a0c944c6045fea760543f9fbe047e7bc9581782c1a3916d1202	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C38A	0x0800C390	6	e04f48cc31e8517cafb3e852197705ed89c34f17872d978b14548b3c8751f569	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C3EE	0x0800C3F8	10	99be0cf0cb93091cf23553da7f4dcb7dabc9bdce84c0bb71bba65630544e37a2	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C476	0x0800C478	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x0800C488	0x0800C48C	4	d552b116a1aa9c859438ff5850ed119f6117cfbef6e50776646f0ff5fcb995a1	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C578	0x0800C57C	4	7e379c6dc65127f6b567c28bc40fb513c9624720e735b6556d2abdf686605999	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C5A4	0x0800C5AC	8	b5bbe6a58484aae7b430d875d7ba205c3c1b5c8c36a0080a8f6ab10853ae3375	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C5CC	0x0800C5D0	4	f004d977d16f7132b378d280885c668c6848632556f7cb720ef82983bc8fb674	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C9A4	0x0800C9A8	4	8b21c33cfee0449829e17428cb4b9f354e5960933c8bbf20c0fd17611ca5e882	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800CA66	0x0800CA6C	6	e04f48cc31e8517cafb3e852197705ed89c34f17872d978b14548b3c8751f569	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800CA72	0x0800CA78	6	e04f48cc31e8517cafb3e852197705ed89c34f17872d978b14548b3c8751f569	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800CB30	0x0800CB38	8	f920e262a0f80c2224dff542464ed158e7418627fd4e37515b2f9dc2a9675858	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800CB98	0x0800CBA0	8	f920e262a0f80c2224dff542464ed158e7418627fd4e37515b2f9dc2a9675858	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800CBFE	0x0800CC0C	14	fb5c24ac70ac6decd638b7ac2210f1b0e5ea2646b72e8d05bec7ea0936de7c52	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800CCB4	0x0800CCC0	12	c9c4310cd1c9c876dcc66959696a5528e06e138de0a285b2c910825c5466b93a	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800CD1E	0x0800CD20	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x0800CDE0	0x0800CDE4	4	c6730dbb271b36104d70b4a4fe27f9285bb078e01ff2c3f52a1052da05bdcff6	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800CE0A	0x0800CE0C	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x0800CE30	0x0800CE34	4	c6730dbb271b36104d70b4a4fe27f9285bb078e01ff2c3f52a1052da05bdcff6	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
