kind	name	start	end	size	sha256	disposition	provider	license_status	evidence
function_body	post_mspi_function_0042ee70	0x0042ee70	0x0042eff4	388	4051c15947e7cbab52ab6cc9a9a5993cddbd41ad9acf68b406fdee30066f5d9b	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0055deec
function_body	post_mspi_function_0042eff4	0x0042eff4	0x0042f014	32	ed0aedd4d0d69cedbcae932b154d2ed9f290d4c95bc0f3f06f8135539c19ec6f	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0055e070
mixed_gap	post_mspi_gap_0042f014	0x0042f014	0x0042f020	12	d55528846eec06a4d21a36d1e3835ae877c71247de4ecab0de9423f75702d046	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042f020	0x0042f020	0x0042f14e	302	2e6cca806f60cc19024673c46f635245eaea0c8e7aff23580b1a8cf15e487a73	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042f14e	0x0042f14e	0x0042f1c8	122	07c1d819ac2931cf8240229a7247ead1123d818952c70912a2be84c9a18bcb89	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042f1c8	0x0042f1c8	0x0042f204	60	938e0f238204451a2aff50fd378808f5f3d2780c3627018935d2e382e94f9361	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042f204	0x0042f204	0x0042f2fa	246	501f73cf98677984aeedc3b9d60df3775a99c7e68520f23d6bd11c8b0e342317	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042f2fa	0x0042f2fa	0x0042f38e	148	b1b11b9cae5d09e8bd59aae4099ed288cbd5d1e55980dbdda910c89282b7af40	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042f38e	0x0042f38e	0x0042f3da	76	21de4d3df3c7a071b8ced878b814af7bdadfd59d5d1986104abb50bede8fb90a	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0059fd36
mixed_gap	post_mspi_gap_0042f3da	0x0042f3da	0x0042fdf6	2588	35a051027f4acef2ffb3190965ed32bc897fd4bd9b4d85afb636f81a554806fc	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042fdf6	0x0042fdf6	0x0042fe06	16	23551915b9219f31b5c3e4119870b5ccc37da976d2ebae5e04af3cc198e0a0da	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x00698a9e,0x00698e9e,0x00699e9e,0x0069a29e
mixed_gap	post_mspi_gap_0042fe06	0x0042fe06	0x0042ff00	250	208705041d6422fcd7b3e5ed7ade23656e0a8fb892c8c904f473bcc29c9545d5	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042ff00	0x0042ff00	0x0042fff2	242	2bf23ab0e4988009a2692db968a818ffeb5f010919982b1235db1b85d8735ae6	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042fff2	0x0042fff2	0x0042fffe	12	75fb4f494d3b0844cdd83c4a29b56a600221b0c11cabe5a37da80055611739e5	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042fffe	0x0042fffe	0x00430000	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_00430000	0x00430000	0x004301d6	470	c98f998d82e0cac0d01306057a759bbe3c360091397866e4e5999094a558879d	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_004301d6	0x004301d6	0x004301f4	30	c1c946447d989615f057be7707475b14318dd6dc4f4db74fe603c662d579fd86	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_004301f4	0x004301f4	0x00430240	76	64639ec386cf54512916bd3a023431d0f4263745e6f5d6d705c67241c4adebcf	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_00430240	0x00430240	0x0043025c	28	5f76b9bde6a1e386ed0ecb96e419aab2895f1cd30353dfac8bd7ef39b6fbd6c0	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0043025c	0x0043025c	0x00430280	36	ecf2bd6399d01eec88b38fd549bb5c511b6e5c06de2741cd54904269245e4f55	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_00430280	0x00430280	0x004303bc	316	41b2abc6111a25a5b0ee15e4c3e877aaa486b631855ca3dd75fb388d55dd1391	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_004303bc	0x004303bc	0x004303de	34	c6f1ae52eca3aa5ea02a327560090a3b77b3603d70b8ef1db09ebf422b2495d1	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_004303de	0x004303de	0x00430470	146	d72e64ba700d4b1a3799e9de4c4e00e11d6a89b5042d1c63e57da9b410d52789	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_00430470	0x00430470	0x0043048e	30	c71013637b644e67341b8f624db6831e06033c5a5323c421ef13a9f970883113	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0043048e	0x0043048e	0x00430502	116	6ba3fb6ddde5fa56fd43fc1f7f717bcc7cf201df2ae6af1b86d20bdde8404dbb	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_00430502	0x00430502	0x00430610	270	f92c35acae4e7f10f79008020f00bb4607f39ff6b09545fbbbc93348b6873195	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_00430610	0x00430610	0x00430a60	1104	db9fdf40e2836846a1a50fd246ce0e24259da26f40c69dc2a2a1728a5e5f3ff3	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_00430a60	0x00430a60	0x00430a9c	60	a4764c54fa357e914e1d59504315967881f056b4a078c086b0597de5c669896b	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_00430a9c	0x00430a9c	0x00430ac4	40	227e07edede8d13c9bee39f2e4745468bb8290b3ae67e63d7af1b4546fb28ceb	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_00430ac4	0x00430ac4	0x00430aec	40	e868f672a76b215ca5f17a8cedca05ef0df0eddaac7a9b5e1dc024464a768512	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_00430aec	0x00430aec	0x00430b0c	32	8b4d130ac1735011011fd8a65ded46b1c5892049315798e9c477e1745d031fb7	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005a4f80
mixed_gap	post_mspi_gap_00430b0c	0x00430b0c	0x00430b10	4	9e80397374794d01d92e70c63768b7f2d39dd005963af1028813df954b6d1f7b	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_00430b10	0x00430b10	0x00430b38	40	36d24a538f9ee31c18383f3c59357e477903beb8703e4a11bc71cad357392edf	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_00430b38	0x00430b38	0x0043194c	3604	eb88409f8d47fc4f31764d3d94064510b2112fedac09f18df99f11d07151d24c	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0043194c	0x0043194c	0x0043198a	62	3d057acab6aa34a7443a18c5f1a7a63133a12944656603585df0f08982d41316	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0043198a	0x0043198a	0x00431e38	1198	440bff5bdc8c73b59d095d540cd8ee03a0962544cbb772a6b0dac61b6cc8bc57	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_00431e38	0x00431e38	0x00431e70	56	8b74bda81d1262930007b87bd980ccaebc6028472d7dd7413c20cc1f281b1b67	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005fa01e
mixed_gap	post_mspi_gap_00431e70	0x00431e70	0x00432910	2720	cff82aa13e2a94e4e543df52ada641f815a4bff8f880ab5ffaf1a0257116031c	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_00432910	0x00432910	0x0043291a	10	bee8bcf07546d7e7b549b10cfe4fc3c6519a6a49dc357d32179df469f5a8e36c	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005e4228
mixed_gap	post_mspi_gap_0043291a	0x0043291a	0x0043293c	34	936356acfd7e118532553a55dc56e8ae64643a68e94b172b04d0e96adedd940c	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0043293c	0x0043293c	0x00432946	10	0d30980c4bd0083d2fc4e5da22355bd6db59c3b54fd54ed5c3d0c5fbfa4a64fa	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005e4254
mixed_gap	post_mspi_gap_00432946	0x00432946	0x00432958	18	46d1cb73de0b111ad0e9752bbd27227d20d4bea5a1f389aff8c8ce16bacd3871	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_00432958	0x00432958	0x0043297a	34	0a4d65c423e1840131ae14f4b432a592b8928d1dffeb7624edd12b5e483dd00a	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005e4270
mixed_gap	post_mspi_gap_0043297a	0x0043297a	0x0043297c	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0043297c	0x0043297c	0x004329bc	64	148a87720be6466c9a24ee3d90c853c03ff59de67049dc0bc8435e5989a30b89	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_004329bc	0x004329bc	0x004329c4	8	6ceeed50a93ccd8929395593c82c2fd01815e17b8fb01ed9fc45489a1004be2e	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_004329c4	0x004329c4	0x004329d2	14	bea26157ebbe31038bcf52f8a3233885515b034fd35636d6349e9b21370f26a2	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_004329d2	0x004329d2	0x00434477	6821	8a350d22810dae5008dff41abe171be96972b745081e167864e72b89b715a632	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
