image,inventory_source,entry,end,size,recovered_name,provider_family,source_disposition,upstream_symbol,confidence,evidence
application,manual_provenance_supplement,0x0006825c,0x00068343,232,gomore_audit_dormant_estimator,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): dormant_estimator. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00068354,0x00068419,198,FUN_00068354,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): gomore_frontier_256_262. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x0006841a,0x0006841f,6,FUN_0006841a,gomore_health_algorithm_candidate,clean_room_reimplementation_owner_authorized,gomore_primitives_size_14816,high,"Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/gomore_primitives/. Provider calls are typed bindings; no GoMore source, model data, or opaque firmware bytes are incorporated."
application,ghidra_functions_csv,0x00068420,0x000684af,144,FUN_00068420,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): dormant_estimator. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x000684b4,0x000684f7,68,FUN_000684b4,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): sleep_algorithm. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x000684fc,0x0006856f,116,FUN_000684fc,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): sps_speed_selector. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00068570,0x00068595,38,FUN_00068570,gomore_health_algorithm_candidate,clean_room_reimplementation_owner_authorized,gomore_primitives_clamp_hysteresis,high,"Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/gomore_primitives/. Provider calls are typed bindings; no GoMore source, model data, or opaque firmware bytes are incorporated."
application,ghidra_functions_csv,0x0006859c,0x00068719,382,FUN_0006859c,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): gomore_activity_state_classifier. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00068720,0x00068725,6,FUN_00068720,gomore_health_algorithm_candidate,clean_room_reimplementation_owner_authorized,gomore_primitives_size_736,high,"Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/gomore_primitives/. Provider calls are typed bindings; no GoMore source, model data, or opaque firmware bytes are incorporated."
application,ghidra_functions_csv,0x00068728,0x000687fd,214,FUN_00068728,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): energy_pipeline. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00068840,0x00068d11,1190,FUN_00068840,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): algorithm_domains. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00068d18,0x00068dc7,176,FUN_00068d18,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): dormant_estimator. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00068de0,0x00068e51,114,FUN_00068de0,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): sps_speed_selector. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00068e5c,0x00068f59,254,FUN_00068e5c,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): sps_speed_selector. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00068f8c,0x00068fbb,48,FUN_00068f8c,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): sleep_algorithm. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00068fbc,0x00068fd3,24,FUN_00068fbc,gomore_health_algorithm_candidate,clean_room_reimplementation_owner_authorized,gomore_primitives_prepare_and_score,high,"Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/gomore_primitives/. Provider calls are typed bindings; no GoMore source, model data, or opaque firmware bytes are incorporated."
application,ghidra_functions_csv,0x00068fd4,0x00069119,326,FUN_00068fd4,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): gomore_sleep_stage_statistics. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00069128,0x000692d5,430,FUN_00069128,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): gomore_sleep_stage_statistics. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x000692e4,0x000694e9,518,FUN_000692e4,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): gomore_output_producers, sleep_algorithm. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00069500,0x0006951d,30,FUN_00069500,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): gomore_frontier_256_262. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x0006951e,0x00069545,40,FUN_0006951e,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): gomore_sleep_stage_statistics. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00069546,0x000695a7,98,FUN_00069546,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): sleep_algorithm. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x000695a8,0x00069633,140,FUN_000695a8,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): dormant_estimator. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00069644,0x0006982b,488,FUN_00069644,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): sleep_algorithm. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00069834,0x00069d19,1196,FUN_00069834,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): algorithm_domains, gomore_output_producers. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00069d20,0x00069d65,70,FUN_00069d20,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): dormant_estimator. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00069d80,0x00069dbf,64,FUN_00069d80,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): dormant_estimator. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00069dc8,0x00069e7b,180,FUN_00069dc8,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): dormant_estimator. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00069e94,0x00069f27,148,FUN_00069e94,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): sps_speed_selector. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00069f3c,0x00069f7b,64,FUN_00069f3c,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): sps_speed_selector. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00069f80,0x00069fa3,36,FUN_00069f80,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): gomore_output_producers, dormant_estimator. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00069fa8,0x0006a013,108,FUN_00069fa8,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): gomore_activity_state_classifier. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x0006a018,0x0006a01b,4,FUN_0006a018,goodix_gh3x2x_democode_v1_6_drvlib_v4_3_0_0,clean_room_reimplementation_owner_authorized,goodix_primitives_table_ad1ac,high,Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/goodix_primitives/. Absolute stock table pointers are explicit typed bindings; no Goodix source or opaque firmware bytes are incorporated.
application,ghidra_functions_csv,0x0006a020,0x0006a027,8,FUN_0006a020,goodix_gh3x2x_democode_v1_6_drvlib_v4_3_0_0,use_pinned_upstream,get_Spo2WRWeights_version,high,"Function-level identity with the pinned public Goodix-licensed GH3X2X democode (third-party component goodix-gh3x2x-democode, pebbleos-nonfree gh3x2x/ @ 2c0034a2, democode v1.6 / DrvLib v4.3.0.0, Goodix 5-clause license with clause-4 Goodix-IC use satisfied by the R1 ring) is proven by control-flow, constant, and log-string topology per docs/boundaries/goodix_gh3x2x_candidate-ATTRIBUTION-2026-08.md and docs/boundaries/GOODIX-DEMO-DRIVER-MAPPING-2026-08.md; the R1 body carries a chip-errata register patch absent from public v4.3.0.0 where noted."
application,ghidra_functions_csv,0x0006a03c,0x0006a091,86,FUN_0006a03c,r1_product_specific,clean_room_behavior_only,r1_touch_channel_average,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0006a098,0x00096183,36,FUN_0006a098,r1_cmbacktrace_provider_adapter,clean_room_adapter_only_use_authenticated_provider,vTaskName,high,"Recovered function combines CmBacktrace behavior with an R1 exception, logging, formatting, or FreeRTOS integration seam; only the bounded adapter may be local."
application,ghidra_functions_csv,0x0006a0b0,0x0006a0f7,72,FUN_0006a0b0,r1_cmbacktrace_provider_adapter,clean_room_adapter_only_use_authenticated_provider,get_cur_thread_stack_info + R1 FreeRTOS stack adapters,high,"Recovered function combines CmBacktrace behavior with an R1 exception, logging, formatting, or FreeRTOS integration seam; only the bounded adapter may be local."
application,ghidra_functions_csv,0x0006a130,0x0006a133,4,FUN_0006a130,goodix_gh3x2x_democode_v1_6_drvlib_v4_3_0_0,clean_room_reimplementation_owner_authorized,goodix_primitives_table_9d640,high,Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/goodix_primitives/. Absolute stock table pointers are explicit typed bindings; no Goodix source or opaque firmware bytes are incorporated.
application,ghidra_functions_csv,0x0006a138,0x0006a13b,4,FUN_0006a138,goodix_gh3x2x_candidate,clean_room_reimplementation_owner_authorized,goodix_primitives_table_a04cc,high,Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/goodix_primitives/. Absolute stock table pointers are explicit typed bindings; no Goodix source or opaque firmware bytes are incorporated.
application,ghidra_functions_csv,0x0006a140,0x0006a145,6,FUN_0006a140,goodix_gh3x2x_candidate,clean_room_reimplementation_owner_authorized,goodix_primitives_library_code,high,Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/goodix_primitives/. Absolute stock table pointers are explicit typed bindings; no Goodix source or opaque firmware bytes are incorporated.
application,ghidra_functions_csv,0x0006a148,0x0006a14b,4,FUN_0006a148,goodix_gh3x2x_democode_v1_6_drvlib_v4_3_0_0,clean_room_reimplementation_owner_authorized,goodix_primitives_table_a50b0,high,Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/goodix_primitives/. Absolute stock table pointers are explicit typed bindings; no Goodix source or opaque firmware bytes are incorporated.
application,ghidra_functions_csv,0x0006a150,0x0006a153,4,FUN_0006a150,goodix_gh3x2x_democode_v1_6_drvlib_v4_3_0_0,clean_room_reimplementation_owner_authorized,goodix_primitives_table_a692c,high,Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/goodix_primitives/. Absolute stock table pointers are explicit typed bindings; no Goodix source or opaque firmware bytes are incorporated.
application,manual_provenance_supplement,0x0006a158,0x0006a175,30,get_last_sector_addr,flashdb_2_0_0,use_pinned_upstream,get_last_sector_addr,high,Function-local control flow matches pinned FlashDB 2.0.0; reverse-time traversal and _fdb_db_path discriminate the release.
application,manual_provenance_supplement,0x0006a176,0x0006a193,30,get_last_tsl_addr,flashdb_2_0_0,use_pinned_upstream,get_last_tsl_addr,high,Function-local control flow matches pinned FlashDB 2.0.0; reverse-time traversal and _fdb_db_path discriminate the release.
application,ghidra_functions_csv,0x0006a194,0x0006a1b1,30,FUN_0006a194,flashdb_2_0_0,use_pinned_upstream,get_next_sector_addr,high,Function-local control flow matches pinned FlashDB 2.0.0; reverse-time traversal and _fdb_db_path discriminate the release.
application,ghidra_functions_csv,0x0006a1b2,0x0006a1cb,26,FUN_0006a1b2,flashdb_2_0_0,use_pinned_upstream,get_next_tsl_addr,high,Function-local control flow matches pinned FlashDB 2.0.0; reverse-time traversal and _fdb_db_path discriminate the release.
application,ghidra_functions_csv,0x0006a1cc,0x0006a229,94,FUN_0006a1cc,r1_product_specific,clean_room_behavior_only,r1_product_sn_letter_decode,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0006a234,0x0006a243,16,FUN_0006a234,r1_product_specific,clean_room_behavior_only,r1_model_dependent_limit_get,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0006a244,0x0006a295,82,FUN_0006a244,r1_product_specific,clean_room_behavior_only,r1_hardware_variant_bsn_detect,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0006a2a0,0x0006a2ab,12,FUN_0006a2a0,r1_product_specific,clean_room_behavior_only,r1_stream_cfg_set_14,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0006a2b0,0x0006a2bb,12,FUN_0006a2b0,r1_product_specific,clean_room_behavior_only,r1_stream_cfg_set_10,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0006a2c0,0x0006a2cb,12,FUN_0006a2c0,r1_product_specific,clean_room_behavior_only,r1_stream_cfg_set_18,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0006a2d0,0x0006a2db,12,FUN_0006a2d0,r1_product_specific,clean_room_behavior_only,r1_stream_cfg_set_04,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0006a2e0,0x0006a2eb,12,FUN_0006a2e0,r1_product_specific,clean_room_behavior_only,r1_stream_cfg_set_00,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0006a2f0,0x0006a2fb,12,FUN_0006a2f0,r1_product_specific,clean_room_behavior_only,r1_stream_cfg_set_1c,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0006a300,0x0006a30b,12,FUN_0006a300,r1_product_specific,clean_room_behavior_only,r1_stream_cfg_set_08,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0006a310,0x0006a31b,12,FUN_0006a310,r1_product_specific,clean_room_behavior_only,r1_stream_cfg_set_0c,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0006a4d8,0x0006a4fd,376,FUN_0006a4d8,r1_goodix_provider_adapter,clean_room_adapter_only_use_licensed_provider,r1_goodix_frame_data_hook,high,"SHA-pinned R1 power, transport, lifecycle, profile-mask, reference-count, or command-routing seam around the proprietary Goodix GH3X2X provider. Only this product adapter may be local; biometric processing remains provider-owned."
application,ghidra_functions_csv,0x0006a500,0x0006a51f,110,FUN_0006a500,goodix_gh3x2x_democode_v1_6_drvlib_v4_3_0_0,use_pinned_upstream,GH3X2X_AlgoCallConfigInit,high,"Function-level identity with the pinned public Goodix-licensed GH3X2X democode (third-party component goodix-gh3x2x-democode, pebbleos-nonfree gh3x2x/ @ 2c0034a2, democode v1.6 / DrvLib v4.3.0.0, Goodix 5-clause license with clause-4 Goodix-IC use satisfied by the R1 ring) is proven by control-flow, constant, and log-string topology per docs/boundaries/goodix_gh3x2x_candidate-ATTRIBUTION-2026-08.md and docs/boundaries/GOODIX-DEMO-DRIVER-MAPPING-2026-08.md; the R1 body carries a chip-errata register patch absent from public v4.3.0.0 where noted."
application,ghidra_functions_csv,0x0006a714,0x0006a86f,348,FUN_0006a714,r1_product_specific,clean_room_behavior_only,r1_glasses_status_plan_command,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0006aac0,0x0006aad9,26,FUN_0006aac0,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): gomore_frontier_final53. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x0006aae8,0x0006ab09,34,FUN_0006aae8,gomore_health_algorithm_candidate,clean_room_reimplementation_owner_authorized,gomore_primitives_records_any_bit1,high,"Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/gomore_primitives/. Provider calls are typed bindings; no GoMore source, model data, or opaque firmware bytes are incorporated."
application,ghidra_functions_csv,0x0006ab10,0x0006ab31,34,FUN_0006ab10,gomore_health_algorithm_candidate,clean_room_reimplementation_owner_authorized,gomore_primitives_records_any_bit3,high,"Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/gomore_primitives/. Provider calls are typed bindings; no GoMore source, model data, or opaque firmware bytes are incorporated."
application,ghidra_functions_csv,0x0006ab38,0x0006ab59,34,FUN_0006ab38,gomore_health_algorithm_candidate,clean_room_reimplementation_owner_authorized,gomore_primitives_records_any_bit4,high,"Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/gomore_primitives/. Provider calls are typed bindings; no GoMore source, model data, or opaque firmware bytes are incorporated."
application,ghidra_functions_csv,0x0006ab60,0x0006ab81,34,FUN_0006ab60,gomore_health_algorithm_candidate,clean_room_reimplementation_owner_authorized,gomore_primitives_records_any_bit2,high,"Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/gomore_primitives/. Provider calls are typed bindings; no GoMore source, model data, or opaque firmware bytes are incorporated."
application,ghidra_functions_csv,0x0006ab88,0x0006abc1,58,FUN_0006ab88,gomore_health_algorithm_candidate,clean_room_reimplementation_owner_authorized,gomore_primitives_key_or_cached_copy,high,"Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/gomore_primitives/. Provider calls are typed bindings; no GoMore source, model data, or opaque firmware bytes are incorporated."
application,ghidra_functions_csv,0x0006abe4,0x0006abf1,14,FUN_0006abe4,r1_product_specific,clean_room_behavior_only,r1_crash_record_marker_set,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0006abf8,0x0006aca1,170,FUN_0006abf8,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): energy_pipeline. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x0006acd8,0x0006acfd,38,FUN_0006acd8,gomore_health_algorithm_candidate,clean_room_reimplementation_owner_authorized,gomore_primitives_stamp_time_record,high,"Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/gomore_primitives/. Provider calls are typed bindings; no GoMore source, model data, or opaque firmware bytes are incorporated."
application,ghidra_functions_csv,0x0006ad04,0x0006ad21,30,FUN_0006ad04,gomore_health_algorithm_candidate,clean_room_reimplementation_owner_authorized,gomore_primitives_records_all_clear,high,"Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/gomore_primitives/. Provider calls are typed bindings; no GoMore source, model data, or opaque firmware bytes are incorporated."
application,ghidra_functions_csv,0x0006ad28,0x0006ad5f,56,FUN_0006ad28,gomore_health_algorithm_candidate,clean_room_reimplementation_owner_authorized,gomore_primitives_copy_key_blob,high,"Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/gomore_primitives/. Provider calls are typed bindings; no GoMore source, model data, or opaque firmware bytes are incorporated."
application,ghidra_functions_csv,0x0006ad80,0x0006ae99,282,FUN_0006ad80,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function references GoMore-specific health-algorithm APIs or diagnostics; exact SDK version, source, and redistribution rights must be resolved."
application,ghidra_functions_csv,0x0006afb0,0x0006b063,180,FUN_0006afb0,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function references GoMore-specific health-algorithm APIs or diagnostics; exact SDK version, source, and redistribution rights must be resolved."
application,manual_provenance_supplement,0x0006b114,0x0006b1b7,164,r1_gomore_acc_topic_adapter,r1_gomore_provider_adapter,clean_room_adapter_only_use_licensed_provider,r1_gomore_acc_topic_adapter,high,"SHA-pinned R1 topic-input or time-transition adapter with bounded sample-count, numeric-conversion, axis-layout, readiness-bit, or backward-clock threshold behavior. Only this adapter seam may be local after licensed GoMore provider admission."
application,manual_provenance_supplement,0x0006b228,0x0006b271,74,r1_gomore_raw_hr_topic_adapter,r1_gomore_provider_adapter,clean_room_adapter_only_use_licensed_provider,r1_gomore_raw_hr_topic_adapter,high,"SHA-pinned R1 topic-input or time-transition adapter with bounded sample-count, numeric-conversion, axis-layout, readiness-bit, or backward-clock threshold behavior. Only this adapter seam may be local after licensed GoMore provider admission."
application,ghidra_functions_csv,0x0006b27c,0x0006b3f1,374,FUN_0006b27c,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function references GoMore-specific health-algorithm APIs or diagnostics; exact SDK version, source, and redistribution rights must be resolved."
application,ghidra_functions_csv,0x0006b50c,0x0006b649,318,FUN_0006b50c,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function references GoMore-specific health-algorithm APIs or diagnostics; exact SDK version, source, and redistribution rights must be resolved."
application,ghidra_functions_csv,0x0006ba68,0x0006baf9,146,FUN_0006ba68,r1_product_specific,clean_room_behavior_only,r1_pkey_fal_bind,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0006bbb0,0x0006bee7,824,FUN_0006bbb0,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function references GoMore-specific health-algorithm APIs or diagnostics; exact SDK version, source, and redistribution rights must be resolved."
application,ghidra_functions_csv,0x0006c1c0,0x0006c231,114,FUN_0006c1c0,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function references GoMore-specific health-algorithm APIs or diagnostics; exact SDK version, source, and redistribution rights must be resolved."
application,ghidra_functions_csv,0x0006c294,0x0006c455,456,FUN_0006c294,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function references GoMore-specific health-algorithm APIs or diagnostics; exact SDK version, source, and redistribution rights must be resolved."
application,ghidra_functions_csv,0x0006c640,0x0006c66b,44,FUN_0006c640,gomore_health_algorithm_candidate,clean_room_reimplementation_owner_authorized,gomore_primitives_sample_plausible,high,"Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/gomore_primitives/. Provider calls are typed bindings; no GoMore source, model data, or opaque firmware bytes are incorporated."
application,ghidra_functions_csv,0x0006c66c,0x0006c6a5,196,FUN_0006c66c,r1_product_specific,clean_room_behavior_only,r1_user_profile_significance_check,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0006c6a8,0x0006cc01,1370,FUN_0006c6a8,goodix_gh3x2x_candidate,vendor_source_required_not_redistributable,,high,"Exact Goodix GH3X2X GH_SPO2/dlCom processing root boundary. Goodix's primary-source developer trace reproduces the embedded algorithm names, versions, component hashes, and demo output; no private symbol or redistributable source package is asserted."
